interval,region,focal_channel,channel,value
6,4,17,10,0.41
6,1,17,11,0.03
6,1,17,12,0.23
6,3,17,13,0.80
6,3,17,14,0.52
6,3,17,15,0.87
6,3,17,16,0.03
6,2,17,17,0.01
6,2,17,18,0.60
6,2,17,19,0.48
6,2,17,20,0.70
6,1,18,1,0.19
6,1,18,2,0.82
6,1,18,3,0.72
6,4,18,4,0.45
6,4,18,5,0.89
6,4,18,6,0.46
6,4,18,7,0.00
6,4,18,8,0.04
6,4,18,9,0.66
6,4,18,10,0.07
6,1,18,11,0.71
6,1,18,12,0.88
6,3,18,13,0.89
6,3,18,14,0.99
6,3,18,15,0.97
6,3,18,16,0.79
6,2,18,17,0.88
6,2,18,18,0.50
6,2,18,19,0.43
6,2,18,20,0.25
6,1,19,1,0.50
6,1,19,2,0.51
6,1,19,3,0.61
6,4,19,4,0.37
6,4,19,5,0.18
6,4,19,6,0.94
6,4,19,7,0.44
6,4,19,8,0.79
6,4,19,9,0.25
6,4,19,10,0.27
6,1,19,11,0.15
6,1,19,12,0.69
6,3,19,13,0.07
6,3,19,14,0.42
6,3,19,15,0.51
6,3,19,16,0.85
6,2,19,17,0.91
6,2,19,18,0.71
6,2,19,19,0.84
6,2,19,20,0.52
6,1,20,1,0.73
6,1,20,2,0.14
6,1,20,3,0.72
6,4,20,4,0.89
6,4,20,5,0.19
6,4,20,6,0.64
6,4,20,7,0.50
6,4,20,8,0.09
6,4,20,9,0.45
6,4,20,10,0.37
6,1,20,11,0.64
6,1,20,12,0.63
6,3,20,13,0.43
6,3,20,14,0.97
6,3,20,15,0.54
6,3,20,16,0.56
6,2,20,17,0.87
6,2,20,18,0.83
6,2,20,19,0.35
6,2,20,20,0.43
7,1,1,1,0.80
7,1,1,2,0.94
7,1,1,3,0.85
7,4,1,4,0.76
7,4,1,5,0.46
7,4,1,6,0.69
7,4,1,7,0.76
7,4,1,8,0.45
7,4,1,9,0.64
7,4,1,10,0.25
7,1,1,11,0.81
7,1,1,12,0.14
7,3,1,13,0.20
7,3,1,14,0.04
7,3,1,15,0.22
7,3,1,16,0.21
7,2,1,17,0.94
7,2,1,18,0.58
7,2,1,19,0.56
7,2,1,20,0.88
7,1,2,1,0.56
7,1,2,2,0.83
7,1,2,3,0.99
7,4,2,4,0.92
7,4,2,5,0.25
7,4,2,6,0.95
7,4,2,7,0.85
7,4,2,8,0.74
7,4,2,9,0.34
7,4,2,10,0.11
7,1,2,11,0.60
7,1,2,12,0.66
7,3,2,13,0.99
7,3,2,14,0.01
7,3,2,15,0.23
7,3,2,16,0.97
7,2,2,17,0.71
7,2,2,18,0.11
7,2,2,19,0.70
7,2,2,20,0.15
7,1,3,1,0.03
7,1,3,2,0.85
7,1,3,3,0.47
7,4,3,4,0.86
7,4,3,5,0.17
7,4,3,6,0.72
7,4,3,7,0.13
7,4,3,8,0.19
7,4,3,9,0.65
7,4,3,10,0.24
7,1,3,11,0.88
7,1,3,12,0.58
7,3,3,13,1.00
7,3,3,14,0.59
7,3,3,15,0.03
7,3,3,16,0.77
7,2,3,17,0.71
7,2,3,18,0.18
7,2,3,19,0.68
7,2,3,20,0.89
7,1,4,1,0.16
7,1,4,2,0.00
7,1,4,3,0.95
7,4,4,4,0.01
7,4,4,5,0.31
7,4,4,6,0.43
7,4,4,7,0.46
7,4,4,8,0.18
7,4,4,9,0.01
7,4,4,10,0.98
7,1,4,11,0.60
7,1,4,12,0.97
7,3,4,13,0.12
7,3,4,14,0.39
7,3,4,15,0.78
7,3,4,16,0.72
7,2,4,17,0.25
7,2,4,18,0.93
7,2,4,19,0.43
7,2,4,20,0.19
7,1,5,1,0.59
7,1,5,2,0.73
7,1,5,3,0.37
7,4,5,4,0.65
7,4,5,5,0.00
7,4,5,6,0.76
7,4,5,7,0.44
7,4,5,8,0.34
7,4,5,9,0.08
7,4,5,10,0.28
7,1,5,11,0.91
7,1,5,12,0.16
7,3,5,13,0.39
7,3,5,14,0.30
7,3,5,15,0.24
7,3,5,16,0.72
7,2,5,17,0.50
7,2,5,18,0.45
7,2,5,19,0.55
7,2,5,20,0.65
7,1,6,1,0.92
7,1,6,2,0.20
7,1,6,3,0.48
7,4,6,4,0.94
7,4,6,5,0.29
7,4,6,6,0.54
7,4,6,7,0.04
7,4,6,8,0.19
7,4,6,9,0.32
7,4,6,10,0.45
7,1,6,11,0.74
7,1,6,12,0.31
7,3,6,13,0.63
7,3,6,14,0.47
7,3,6,15,0.91
7,3,6,16,0.37
7,2,6,17,0.76
7,2,6,18,0.07
7,2,6,19,0.20
7,2,6,20,0.85
7,1,7,1,0.93
7,1,7,2,0.99
7,1,7,3,0.63
7,4,7,4,0.92
7,4,7,5,0.38
7,4,7,6,0.73
7,4,7,7,0.60
7,4,7,8,0.11
7,4,7,9,0.78
7,4,7,10,0.40
7,1,7,11,0.46
7,1,7,12,0.13
7,3,7,13,0.11
7,3,7,14,0.16
7,3,7,15,0.31
7,3,7,16,0.91
7,2,7,17,0.84
7,2,7,18,0.02
7,2,7,19,0.01
7,2,7,20,0.65
7,1,8,1,0.27
7,1,8,2,0.00
7,1,8,3,0.62
7,4,8,4,0.28
7,4,8,5,0.72
7,4,8,6,0.32
7,4,8,7,0.10
7,4,8,8,0.11
7,4,8,9,0.51
7,4,8,10,0.12
7,1,8,11,0.77
7,1,8,12,0.46
7,3,8,13,0.63
7,3,8,14,0.57
7,3,8,15,0.38
7,3,8,16,0.61
7,2,8,17,0.05
7,2,8,18,0.64
7,2,8,19,0.06
7,2,8,20,0.27
7,1,9,1,0.83
7,1,9,2,0.50
7,1,9,3,0.73
7,4,9,4,0.43
7,4,9,5,0.34
7,4,9,6,0.80
7,4,9,7,0.26
7,4,9,8,0.13
7,4,9,9,0.68
7,4,9,10,0.00
7,1,9,11,0.65
7,1,9,12,0.95
7,3,9,13,0.41
7,3,9,14,0.07
7,3,9,15,0.88
7,3,9,16,0.90
7,2,9,17,0.22
7,2,9,18,0.06
7,2,9,19,1.00
7,2,9,20,0.63
7,1,10,1,0.66
7,1,10,2,0.15
7,1,10,3,0.76
7,4,10,4,0.03
7,4,10,5,0.78
7,4,10,6,0.34
7,4,10,7,0.61
7,4,10,8,0.33
7,4,10,9,0.17
7,4,10,10,0.92
7,1,10,11,0.57
7,1,10,12,0.16
7,3,10,13,0.88
7,3,10,14,0.62
7,3,10,15,0.59
7,3,10,16,0.74
7,2,10,17,0.56
7,2,10,18,0.86
7,2,10,19,0.86
7,2,10,20,0.37
7,1,11,1,0.26
7,1,11,2,0.59
7,1,11,3,0.82
7,4,11,4,0.88
7,4,11,5,0.44
7,4,11,6,0.50
7,4,11,7,0.18
7,4,11,8,0.76
7,4,11,9,0.82
7,4,11,10,0.27
7,1,11,11,0.52
7,1,11,12,0.66
7,3,11,13,0.39
7,3,11,14,0.84
7,3,11,15,0.64
7,3,11,16,0.12
7,2,11,17,0.45
7,2,11,18,0.49
7,2,11,19,0.54
7,2,11,20,0.81
7,1,12,1,0.06
7,1,12,2,0.92
7,1,12,3,0.67
7,4,12,4,0.48
7,4,12,5,0.19
7,4,12,6,0.09
7,4,12,7,0.63
7,4,12,8,0.94
7,4,12,9,0.31
7,4,12,10,0.03
7,1,12,11,0.01
7,1,12,12,0.35
7,3,12,13,0.83
7,3,12,14,0.61
7,3,12,15,0.55
7,3,12,16,0.36
7,2,12,17,0.94
7,2,12,18,0.26
7,2,12,19,0.46
7,2,12,20,0.51
7,1,13,1,0.02
7,1,13,2,0.80
7,1,13,3,0.47
7,4,13,4,0.79
7,4,13,5,0.87
7,4,13,6,0.12
7,4,13,7,0.94
7,4,13,8,0.95
7,4,13,9,0.01
7,4,13,10,0.31
7,1,13,11,0.35
7,1,13,12,0.49
7,3,13,13,0.47
7,3,13,14,0.96
7,3,13,15,0.17
7,3,13,16,0.93
7,2,13,17,0.83
7,2,13,18,0.10
7,2,13,19,0.54
7,2,13,20,0.80
7,1,14,1,0.38
7,1,14,2,0.28
7,1,14,3,0.04
7,4,14,4,0.83
7,4,14,5,0.30
7,4,14,6,0.83
7,4,14,7,0.81
7,4,14,8,0.45
7,4,14,9,0.45
7,4,14,10,0.69
7,1,14,11,0.90
7,1,14,12,0.33
7,3,14,13,0.31
7,3,14,14,0.81
7,3,14,15,0.81
7,3,14,16,0.09
7,2,14,17,0.02
7,2,14,18,0.98
7,2,14,19,0.71
7,2,14,20,0.52
7,1,15,1,0.55
7,1,15,2,0.99
7,1,15,3,0.33
7,4,15,4,0.25
7,4,15,5,0.68
7,4,15,6,0.22
7,4,15,7,0.88
7,4,15,8,0.52
7,4,15,9,0.27
7,4,15,10,0.01
7,1,15,11,0.54
7,1,15,12,0.69
7,3,15,13,0.64
7,3,15,14,0.43
7,3,15,15,0.75
7,3,15,16,0.18
7,2,15,17,0.37
7,2,15,18,0.83
7,2,15,19,0.75
7,2,15,20,0.09
7,1,16,1,0.84
7,1,16,2,0.60
7,1,16,3,0.48
7,4,16,4,0.24
7,4,16,5,0.63
7,4,16,6,0.00
7,4,16,7,0.30
7,4,16,8,0.67
7,4,16,9,0.86
7,4,16,10,0.82
7,1,16,11,0.89
7,1,16,12,0.63
7,3,16,13,0.40
7,3,16,14,0.64
7,3,16,15,0.77
7,3,16,16,0.29
7,2,16,17,0.19
7,2,16,18,0.49
7,2,16,19,0.63
7,2,16,20,0.18
7,1,17,1,0.26
7,1,17,2,0.73
7,1,17,3,0.11
7,4,17,4,0.39
7,4,17,5,0.12
7,4,17,6,0.74
7,4,17,7,0.33
7,4,17,8,0.70
7,4,17,9,0.55
7,4,17,10,0.91
7,1,17,11,0.41
7,1,17,12,0.78
7,3,17,13,0.15
7,3,17,14,0.32
7,3,17,15,0.29
7,3,17,16,0.09
7,2,17,17,0.17
7,2,17,18,0.86
7,2,17,19,0.33
7,2,17,20,0.75
7,1,18,1,0.80
7,1,18,2,0.54
7,1,18,3,0.59
7,4,18,4,0.00
7,4,18,5,0.74
7,4,18,6,0.44
7,4,18,7,0.20
7,4,18,8,0.13
7,4,18,9,0.18
7,4,18,10,0.15
7,1,18,11,1.00
7,1,18,12,0.04
7,3,18,13,0.86
7,3,18,14,0.48
7,3,18,15,0.01
7,3,18,16,0.73
7,2,18,17,0.23
7,2,18,18,0.96
7,2,18,19,0.64
7,2,18,20,0.80
7,1,19,1,0.83
7,1,19,2,0.31
7,1,19,3,0.50
7,4,19,4,0.13
7,4,19,5,0.76
7,4,19,6,0.89
7,4,19,7,0.78
7,4,19,8,0.99
7,4,19,9,0.56
7,4,19,10,0.74
7,1,19,11,0.97
7,1,19,12,0.66
7,3,19,13,0.85
7,3,19,14,0.41
7,3,19,15,0.58
7,3,19,16,0.40
7,2,19,17,0.25
7,2,19,18,0.58
7,2,19,19,0.62
7,2,19,20,0.21
7,1,20,1,0.43
7,1,20,2,0.46
7,1,20,3,0.89
7,4,20,4,0.05
7,4,20,5,0.80
7,4,20,6,0.12
7,4,20,7,0.59
7,4,20,8,0.17
7,4,20,9,0.26
7,4,20,10,0.27
7,1,20,11,0.06
7,1,20,12,0.32
7,3,20,13,0.00
7,3,20,14,0.47
7,3,20,15,0.59
7,3,20,16,0.18
7,2,20,17,0.95
7,2,20,18,0.92
7,2,20,19,0.95
7,2,20,20,0.84
8,1,1,1,0.47
8,1,1,2,0.29
8,1,1,3,0.19
8,4,1,4,0.82
8,4,1,5,0.72
8,4,1,6,0.99
8,4,1,7,0.63
8,4,1,8,0.73
8,4,1,9,0.19
8,4,1,10,0.53
8,1,1,11,0.20
8,1,1,12,0.89
8,3,1,13,0.23
8,3,1,14,0.11
8,3,1,15,0.12
8,3,1,16,0.04
8,2,1,17,0.72
8,2,1,18,0.09
8,2,1,19,0.27
8,2,1,20,0.12
8,1,2,1,0.41
8,1,2,2,0.77
8,1,2,3,0.47
8,4,2,4,0.38
8,4,2,5,0.86
8,4,2,6,0.24
8,4,2,7,0.09
8,4,2,8,0.20
8,4,2,9,0.56
8,4,2,10,0.97
8,1,2,11,0.97
8,1,2,12,0.13
8,3,2,13,0.38
8,3,2,14,0.73
8,3,2,15,0.56
8,3,2,16,0.47
8,2,2,17,0.82
8,2,2,18,0.15
8,2,2,19,0.26
8,2,2,20,0.52
8,1,3,1,0.73
8,1,3,2,0.35
8,1,3,3,0.80
8,4,3,4,0.52
8,4,3,5,0.80
8,4,3,6,0.77
8,4,3,7,0.84
8,4,3,8,0.55
8,4,3,9,0.24
8,4,3,10,0.40
8,1,3,11,0.39
8,1,3,12,0.43
8,3,3,13,0.28
8,3,3,14,0.44
8,3,3,15,0.75
8,3,3,16,0.20
8,2,3,17,0.98
8,2,3,18,0.32
8,2,3,19,0.20
8,2,3,20,0.49
8,1,4,1,0.85
8,1,4,2,0.28
8,1,4,3,0.53
8,4,4,4,0.20
8,4,4,5,0.56
8,4,4,6,0.44
8,4,4,7,0.61
8,4,4,8,0.49
8,4,4,9,0.66
8,4,4,10,0.90
8,1,4,11,0.91
8,1,4,12,0.16
8,3,4,13,0.09
8,3,4,14,0.82
8,3,4,15,0.64
8,3,4,16,0.36
8,2,4,17,0.52
8,2,4,18,0.91
8,2,4,19,0.74
8,2,4,20,0.02
8,1,5,1,0.21
8,1,5,2,0.50
8,1,5,3,0.18
8,4,5,4,1.00
8,4,5,5,0.46
8,4,5,6,0.47
8,4,5,7,0.24
8,4,5,8,0.78
8,4,5,9,0.53
8,4,5,10,0.57
8,1,5,11,0.66
8,1,5,12,0.13
8,3,5,13,0.23
8,3,5,14,0.04
8,3,5,15,0.28
8,3,5,16,0.52
8,2,5,17,0.63
8,2,5,18,0.07
8,2,5,19,0.03
8,2,5,20,0.58
8,1,6,1,0.44
8,1,6,2,0.43
8,1,6,3,0.96
8,4,6,4,0.22
8,4,6,5,0.39
8,4,6,6,0.70
8,4,6,7,0.57
8,4,6,8,0.98
8,4,6,9,0.62
8,4,6,10,0.72
8,1,6,11,0.43
8,1,6,12,0.32
8,3,6,13,0.97
8,3,6,14,0.03
8,3,6,15,0.39
8,3,6,16,0.41
8,2,6,17,0.89
8,2,6,18,0.06
8,2,6,19,0.42
8,2,6,20,0.37
8,1,7,1,1.00
8,1,7,2,0.20
8,1,7,3,0.10
8,4,7,4,0.50
8,4,7,5,0.90
8,4,7,6,0.64
8,4,7,7,0.00
8,4,7,8,0.38
8,4,7,9,0.84
8,4,7,10,0.55
8,1,7,11,0.40
8,1,7,12,0.86
8,3,7,13,0.42
8,3,7,14,0.82
8,3,7,15,0.40
8,3,7,16,0.75
8,2,7,17,0.83
8,2,7,18,0.88
8,2,7,19,0.16
8,2,7,20,0.26
8,1,8,1,0.23
8,1,8,2,0.53
8,1,8,3,0.52
8,4,8,4,0.03
8,4,8,5,0.67
8,4,8,6,0.37
8,4,8,7,0.88
8,4,8,8,0.75
8,4,8,9,0.50
8,4,8,10,0.90
8,1,8,11,0.81
8,1,8,12,0.47
8,3,8,13,0.92
8,3,8,14,0.33
8,3,8,15,0.75
8,3,8,16,0.13
8,2,8,17,0.53
8,2,8,18,0.14
8,2,8,19,0.86
8,2,8,20,0.68
8,1,9,1,0.32
8,1,9,2,0.78
8,1,9,3,0.93
8,4,9,4,0.56
8,4,9,5,0.78
8,4,9,6,0.41
8,4,9,7,0.14
8,4,9,8,0.48
8,4,9,9,0.95
8,4,9,10,0.90
8,1,9,11,0.34
8,1,9,12,0.94
8,3,9,13,0.58
8,3,9,14,0.67
8,3,9,15,0.22
8,3,9,16,0.88
8,2,9,17,0.38
8,2,9,18,0.71
8,2,9,19,0.66
8,2,9,20,0.05
8,1,10,1,0.26
8,1,10,2,0.49
8,1,10,3,0.60
8,4,10,4,0.42
8,4,10,5,0.63
8,4,10,6,0.04
8,4,10,7,0.37
8,4,10,8,0.57
8,4,10,9,0.76
8,4,10,10,0.30
8,1,10,11,0.81
8,1,10,12,0.19
8,3,10,13,0.20
8,3,10,14,0.84
8,3,10,15,0.50
8,3,10,16,0.78
8,2,10,17,0.04
8,2,10,18,0.43
8,2,10,19,0.19
8,2,10,20,0.06
8,1,11,1,0.35
8,1,11,2,0.10
8,1,11,3,0.71
8,4,11,4,0.83
8,4,11,5,0.52
8,4,11,6,0.23
8,4,11,7,0.81
8,4,11,8,0.84
8,4,11,9,0.70
8,4,11,10,0.08
8,1,11,11,0.42
8,1,11,12,0.05
8,3,11,13,0.04
8,3,11,14,0.65
8,3,11,15,0.44
8,3,11,16,0.19
8,2,11,17,0.60
8,2,11,18,0.53
8,2,11,19,0.78
8,2,11,20,0.85
8,1,12,1,0.64
8,1,12,2,0.34
8,1,12,3,0.64
8,4,12,4,0.89
8,4,12,5,0.34
8,4,12,6,0.37
8,4,12,7,0.27
8,4,12,8,0.84
8,4,12,9,0.60
8,4,12,10,0.09
8,1,12,11,0.59
8,1,12,12,0.16
8,3,12,13,0.46
8,3,12,14,0.63
8,3,12,15,0.89
8,3,12,16,0.80
8,2,12,17,0.76
8,2,12,18,0.53
8,2,12,19,0.73
8,2,12,20,0.04
8,1,13,1,0.07
8,1,13,2,0.73
8,1,13,3,0.55
8,4,13,4,0.31
8,4,13,5,0.10
8,4,13,6,0.08
8,4,13,7,0.76
8,4,13,8,0.80
8,4,13,9,0.46
8,4,13,10,0.49
8,1,13,11,0.93
8,1,13,12,0.76
8,3,13,13,0.87
8,3,13,14,0.66
8,3,13,15,0.78
8,3,13,16,0.41
8,2,13,17,0.13
8,2,13,18,0.89
8,2,13,19,0.83
8,2,13,20,0.14
8,1,14,1,0.68
8,1,14,2,0.17
8,1,14,3,0.48
8,4,14,4,0.76
8,4,14,5,0.52
8,4,14,6,0.71
8,4,14,7,0.81
8,4,14,8,0.91
8,4,14,9,0.84
8,4,14,10,0.74
8,1,14,11,0.92
8,1,14,12,0.30
8,3,14,13,0.59
8,3,14,14,0.35
8,3,14,15,0.12
8,3,14,16,0.81
8,2,14,17,0.22
8,2,14,18,0.83
8,2,14,19,0.23
8,2,14,20,0.22
8,1,15,1,0.89
8,1,15,2,0.63
8,1,15,3,0.54
8,4,15,4,0.25
8,4,15,5,0.89
8,4,15,6,0.59
8,4,15,7,0.08
8,4,15,8,0.23
8,4,15,9,0.81
8,4,15,10,0.56
8,1,15,11,0.98
8,1,15,12,0.40
8,3,15,13,0.91
8,3,15,14,0.08
8,3,15,15,0.04
8,3,15,16,0.75
8,2,15,17,0.85
8,2,15,18,0.74
8,2,15,19,0.39
8,2,15,20,0.35
8,1,16,1,0.22
8,1,16,2,0.12
8,1,16,3,0.91
8,4,16,4,0.84
8,4,16,5,0.95
8,4,16,6,0.25
8,4,16,7,0.61
8,4,16,8,0.38
8,4,16,9,0.39
8,4,16,10,0.07
8,1,16,11,0.47
8,1,16,12,0.04
8,3,16,13,0.50
8,3,16,14,0.33
8,3,16,15,0.94
8,3,16,16,0.14
8,2,16,17,0.69
8,2,16,18,0.59
8,2,16,19,0.23
8,2,16,20,0.51
8,1,17,1,0.10
8,1,17,2,0.22
8,1,17,3,0.22
8,4,17,4,0.08
8,4,17,5,0.65
8,4,17,6,0.06
8,4,17,7,0.71
8,4,17,8,0.28
8,4,17,9,0.92
8,4,17,10,0.66
8,1,17,11,0.91
8,1,17,12,0.72
8,3,17,13,0.35
8,3,17,14,0.69
8,3,17,15,0.05
8,3,17,16,0.29
8,2,17,17,0.44
8,2,17,18,0.74
8,2,17,19,0.01
8,2,17,20,0.17
8,1,18,1,0.94
8,1,18,2,0.68
8,1,18,3,0.74
8,4,18,4,1.00
8,4,18,5,0.15
8,4,18,6,0.39
8,4,18,7,0.53
8,4,18,8,0.06
8,4,18,9,0.79
8,4,18,10,0.24
8,1,18,11,0.54
8,1,18,12,0.74
8,3,18,13,0.81
8,3,18,14,0.91
8,3,18,15,0.35
8,3,18,16,0.29
8,2,18,17,0.96
8,2,18,18,0.96
8,2,18,19,0.68
8,2,18,20,0.06
8,1,19,1,0.59
8,1,19,2,0.03
8,1,19,3,0.14
8,4,19,4,0.03
8,4,19,5,0.85
8,4,19,6,0.94
8,4,19,7,0.96
8,4,19,8,0.22
8,4,19,9,0.62
8,4,19,10,0.37
8,1,19,11,0.40
8,1,19,12,0.21
8,3,19,13,0.72
8,3,19,14,0.38
8,3,19,15,0.62
8,3,19,16,0.17
8,2,19,17,0.93
8,2,19,18,0.88
8,2,19,19,0.23
8,2,19,20,0.44
8,1,20,1,0.87
8,1,20,2,0.73
8,1,20,3,0.60
8,4,20,4,0.30
8,4,20,5,1.00
8,4,20,6,0.08
8,4,20,7,0.02
8,4,20,8,0.69
8,4,20,9,0.50
8,4,20,10,0.24
8,1,20,11,0.15
8,1,20,12,0.67
8,3,20,13,0.98
8,3,20,14,0.45
8,3,20,15,0.55
8,3,20,16,0.13
8,2,20,17,0.42
8,2,20,18,0.72
8,2,20,19,0.89
8,2,20,20,0.95
